,lat,lon,city,country_code,city_lat,city_lon,city_temperature,city_humidity,city_windspeed,city_clouds,city_temp_max,date,sunrise
3962,29.666033844994587,-84.13792501209554,Tallahassee,US,30.44,-84.28,81.03,54,10.29,20,82.4,1522775700,1522754575
3970,9.902386268805117,-4.6293222687292115,Ferkessedougou,CI,9.6,-5.2,86.15,61,3.6,8,86.15,1522777313,1522736204
3978,11.224092530113069,-7.4991812327376834,Bougouni,ML,11.42,-7.49,98.48,23,6.06,0,98.48,1522777313,1522736708
4001,24.314054426212948,65.12107494756899,Ormara,PK,25.21,64.64,77.42,94,9.42,0,77.42,1522777313,1522719030
4009,61.94349077703737,46.87473396776966,Solvychegodsk,RU,61.33,46.92,38.36,98,17.47,92,38.36,1522777314,1522721261
4012,51.20148332963578,-63.038259663872225,Havre-Saint-Pierre,CA,50.23,-63.6,28.4,58,6.93,20,28.4,1522774800,1522748697
4033,11.405118894063207,2.1270128590609545,Banikoara,BJ,11.3,2.44,94.7,21,6.29,0,94.7,1522777314,1522734329
4036,50.68469349752718,36.72921678756221,Razumnoye,RU,50.53,36.69,35.6,80,8.95,75,35.6,1522774800,1522724644
4037,-42.86671290568964,-66.34157971203116,Trelew,AR,-43.25,-65.31,80.84,33,7.96,0,80.84,1522777314,1522752064
4056,9.549449732502694,-2.4934582008910553,Wa,GH,10.06,-2.51,86.69,49,6.29,44,86.69,1522777314,1522735547
4058,0.664452141404638,84.41120136417592,Hambantota,LK,6.12,81.12,79.49,100,5.17,20,79.49,1522777314,1522715579
4081,65.12341782402396,2.4847083144838678,Raudeberg,NO,61.99,5.14,35.6,74,17.22,75,37.4,1522776000,1522731187
4091,0.32565077581381274,80.0231490616903,Matara,LK,5.95,80.54,77.51,100,4.72,36,77.51,1522777151,1522715722
4093,-6.999343351508003,14.736066786916794,Uige,AO,-7.61,15.06,73.28,72,2.15,36,73.28,1522777324,1522731750
4106,-24.40020833942316,30.645739521667323,Nkowakowa,ZA,-23.89,30.29,62.21,86,2.15,20,62.21,1522777315,1522728491
4116,21.074761662035257,-0.7122823870259509,Tessalit,ML,20.2,1.01,87.41,12,2.82,0,87.41,1522777315,1522734437
4128,-22.60407047443468,31.314761280682276,Thohoyandou,ZA,-22.97,30.46,72.02,71,4.05,8,72.02,1522777324,1522728426
4154,55.539403246130064,57.11758807004114,Karaidel,RU,55.83,56.91,33.95,78,6.73,12,33.95,1522777316,1522719410
4165,22.162230462653895,58.735115256516536,Ibra,OM,22.69,58.55,66.89,71,1.14,44,66.89,1522777325,1522720565
4175,38.92326858888799,-81.72648251325322,Parkersburg,US,39.27,-81.55,53.56,93,5.82,90,55.4,1522776900,1522753579
4176,67.73556601199112,86.55929363901157,Igarka,RU,67.47,86.57,-14.93,45,6.51,48,-14.93,1522777326,1522710870
4189,39.238072018186955,-6.684828228457178,Montijo,ES,38.91,-6.62,66.2,37,20.8,20,66.2,1522774800,1522735631
4198,20.91835622611731,31.398865179474427,Marawi,SD,18.48,31.82,73.37,19,4.38,0,73.37,1522777318,1522727094
4209,5.766010230797207,2.1158515256233557,Ouidah,BJ,6.37,2.09,86,79,16.11,40,86,1522774800,1522734534
4225,41.79447755432119,16.519704668233985,Vieste,IT,41.88,16.18,57.2,82,5.82,0,57.2,1522774500,1522730033
4243,14.539702705776705,-84.73633629590336,Bonanza,NI,14.03,-84.62,81.47,74,2.93,12,81.47,1522777327,1522755144
4246,11.3023393212913,77.57468918026763,Perundurai,IN,11.28,77.58,78.8,69,5.82,40,78.8,1522776600,1522716303
4255,-17.406660952516745,23.831303126664082,Katima Mulilo,NA,-17.5,24.28,75.35,50,7.4,0,75.35,1522777319,1522729772
4271,-27.49375446923753,32.8429569845206,Lavumisa,SZ,-27.31,31.89,67.25,97,2.93,88,67.25,1522777173,1522728199
4272,58.568429385035216,47.495374824143084,Mirnyy,RU,56.57,36.46,31.07,85,10.42,0,31.07,1522777328,1522724245
4273,53.54743791917184,48.936757669824146,Usolye,RU,59.42,56.68,33.59,82,16.24,12,33.59,1522777319,1522719132
4277,31.04740549558599,-79.09185879807126,Mount Pleasant,US,32.79,-79.86,80.2,65,18.34,1,82.4,1522775700,1522753432
4292,9.886283908257468,6.675896899071361,Minna,NG,9.62,6.55,91.55,46,2.71,8,91.55,1522777320,1522733385
4296,-17.95118999240981,56.018334092061224,Grand Baie,MU,-20.02,57.58,82.4,78,10.29,90,82.4,1522774800,1522721841
4338,42.27861988595609,-3.3539650290239535,Burgos,ES,42.34,-3.7,42.8,87,25.28,75,42.8,1522776600,1522734777
4341,-8.168895983701276,38.84227840102545,Utete,TZ,-7.99,38.76,72.11,99,2.37,36,72.11,1522777329,1522726071
4345,35.39487443545835,-78.22674405702584,Smithfield,US,41.92,-71.55,42.82,69,6.73,90,48.2,1522776540,1522751062
4349,39.531827682502865,17.323418740163277,Ciro Marina,IT,39.37,17.13,58.61,96,23.4,0,58.61,1522777321,1522729918
4352,26.17863888300181,-78.75421120193717,Freeport,BS,26.54,-78.7,82.4,69,5.82,75,82.4,1522774800,1522753366
4359,29.813103091021475,65.45936994181375,Nushki,PK,29.55,66.02,62.39,39,3.6,0,62.39,1522777322,1522718563
4374,11.162775461008096,12.334431441731269,Biu,NG,10.61,12.19,86.69,22,4.5,0,86.69,1522777322,1522732007
4377,52.567362195399056,27.753285361955648,Salihorsk,BY,52.79,27.54,43.67,80,8.86,20,43.67,1522777322,1522726682
4386,67.84182421889565,63.20324364355824,Komsomolskiy,RU,67.55,63.78,14.42,72,15.79,92,14.42,1522777323,1522716309
4387,-14.669139546109449,-62.484999464958804,San Ramon,BO,-13.27,-64.62,86.81,66,4.7,75,87.8,1522774800,1522751007
4389,45.45802695259556,-53.53171586735487,Bay Roberts,CA,47.58,-53.28,33.8,43,14.99,40,33.8,1522774800,1522746386
4427,9.825890092215076,-58.8576653705077,Mabaruma,GY,8.2,-59.78,83.81,75,9.08,68,83.81,1522777332,1522749333
4429,26.025708666077577,74.1745700855655,Raipur,IN,21.24,81.63,74.72,56,3.71,0,74.72,1522777254,1522715071
4434,37.79186323126001,16.624999217587387,Locri,IT,38.24,16.26,59,87,12.75,40,59,1522774500,1522730174
4438,54.988548223594364,73.38697294644942,Omsk,RU,54.99,73.37,26.6,73,2.24,20,26.6,1522774800,1522715535
4441,13.788425652842847,87.930501159508,Port Blair,IN,11.67,92.75,83.81,100,2.48,12,83.81,1522777324,1522712654
4447,69.49480819130963,16.66027995693301,Andenes,NO,69.31,16.12,24.8,62,3.36,0,24.8,1522776000,1522727354
4451,-5.7032866012419845,-76.29142765518314,Yurimaguas,PE,-5.9,-76.1,78.8,83,3.36,75,78.8,1522774800,1522753587
4453,-9.567418082697202,25.989234295193526,Bukama,CD,-9.2,25.85,68.15,100,3.94,92,68.15,1522777333,1522729198
4461,-14.765380774075112,37.191260102681866,Cuamba,MZ,-14.8,36.54,69.5,90,2.93,76,69.5,1522777210,1522726764
4462,3.903266927797688,69.6112787374212,Mahibadhoo,MV,3.78,72.97,86.24,99,2.59,92,86.24,1522777334,1522717589
4486,-32.384537474992584,18.593255853482958,Vredendal,ZA,-31.68,18.49,64.64,76,2.93,44,64.64,1522777334,1522731541
4493,0.2337223171928997,46.25978526091987,Mogadishu,SO,2.04,45.34,83.63,100,10.65,64,83.63,1522777326,1522724259
4495,27.071409536816958,79.8020863250832,Gursahaiganj,IN,27.12,79.73,71.21,72,2.93,48,71.21,1522777326,1522715353
4496,36.07178056297698,71.87528110002498,Chitral,PK,35.85,71.79,28.1,91,0.69,0,28.1,1522777326,1522716956
4499,60.31273374996627,32.84404505227059,Syasstroy,RU,60.14,32.56,31.79,75,10.76,64,31.79,1522777326,1522724833
4503,58.937262143605835,69.46197506059929,Turtas,RU,58.94,69.13,26.66,75,8.52,76,26.66,1522777327,1522716199
4505,-3.1532203334455176,-56.30637559894018,Parintins,BR,-2.63,-56.73,84.62,76,4.05,88,84.62,1522777327,1522748861
4513,13.88628885889915,72.38793052789924,Karwar,IN,14.8,74.13,74.9,80,1.7,0,74.9,1522777336,1522717042
4515,42.09794992938669,33.13619010405556,Safranbolu,TR,41.25,32.69,40.16,77,1.92,0,40.16,1522777327,1522726104
4518,-14.312840430595628,-38.835033960196775,Itacare,BR,-14.28,-39,86,70,5.82,20,86,1522774800,1522744883
4522,42.79763452246186,13.169024833976891,Ascoli Piceno,IT,42.85,13.58,57.2,76,5.82,0,57.2,1522774200,1522730610
4530,20.431042567965136,-83.94353823008237,Santa Fe,CU,23.13,-82.26,84.2,51,8.05,40,84.2,1522774500,1522754324
4533,-16.884607069271,12.870557252946512,Opuwo,NA,-18.06,13.84,64.91,98,3.04,88,64.91,1522777337,1522732292
4542,56.39120027210794,24.289155680983157,Bauska,LV,56.41,24.19,39.2,86,4.7,90,39.2,1522776000,1522727199
4551,-14.07355444519095,43.00872940627241,Fomboni,KM,-12.28,43.74,83.72,100,7.52,80,83.72,1522777329,1522724976
4556,25.350584418181654,-16.456859122476487,Santa Lucia,ES,27.91,-15.54,68,68,24.16,20,68,1522776600,1522738175
4560,-21.85228711032522,46.96064785576459,Ambalavao,MG,-21.83,46.94,67.25,82,5.84,36,67.25,1522777338,1522724441
4567,6.549621781476532,-77.69631579493165,Mutis,CO,6.23,-77.4,81.11,98,7.4,8,81.11,1522777339,1522753609
4572,7.284231683410923,18.728801980748358,Kabo,CF,7.69,18.62,88.31,39,5.06,20,88.31,1522777330,1522730536
4574,46.6758718045341,84.54644405839218,Zaysan,KZ,47.47,84.87,18.74,84,12.21,76,18.74,1522777330,1522713282
4576,34.89288896167801,25.021840224296128,Pirgos,GR,35.12,25.72,60.8,67,9.17,0,60.8,1522776000,1522728030
4583,68.42915559433891,88.69931840550277,Snezhnogorsk,RU,69.19,33.23,28.4,92,4.47,75,28.4,1522774800,1522723287
4590,49.56122864476498,53.3903182682985,Aksay,KZ,51.17,53.01,36.65,85,14.45,0,36.65,1522777331,1522720691
4611,11.044374866607399,-2.851134968781608,Dano,BF,11.14,-3.06,98.84,22,4.61,64,98.84,1522777331,1522735652
4630,-3.765481977865136,-48.59674047697799,Tucurui,BR,-3.77,-49.67,85.97,74,2.93,48,85.97,1522777331,1522747194
4632,59.95227787979306,21.065568645286916,Uusikaupunki,FI,60.8,21.41,30.2,58,1.12,0,30.2,1522776000,1522727430
4638,-30.459012151990066,14.108679051037598,Oranjemund,NA,-28.55,16.43,62.93,97,9.75,88,62.93,1522777332,1522731945
4640,12.53219377152999,-10.706025961256259,Dire,ML,12.28,-10.97,100.01,18,3.38,64,100.01,1522777341,1522737521
4650,55.98669031595318,67.81370139125764,Armizonskoye,RU,55.95,67.67,24.14,82,8.97,20,24.14,1522777332,1522716822
4672,1.187645034936594,35.85266746748964,Chepareria,KE,1.32,35.2,60.32,81,0.81,24,60.32,1522777332,1522726709
4684,33.827547399448605,49.41350111302785,Arak,IR,34.1,49.69,46.73,62,0.36,0,46.73,1522777332,1522722320
4698,63.61069834897663,15.820783752388195,Ostersund,SE,63.18,14.64,32,67,8.05,0,32,1522776000,1522728760
4703,-3.6532322643807333,-76.03295578558934,Barranca,PE,-10.75,-77.76,69.5,93,10.76,12,69.5,1522777341,1522754100
4723,29.686513395295634,51.75891684409666,Kazerun,IR,29.62,51.65,50.15,58,1.81,0,50.15,1522777239,1522722006
4737,70.98417553897676,87.28787997347385,Kayerkan,RU,69.35,87.76,-10.07,70,9.98,68,-10.07,1522777333,1522710206
4738,27.684580580518343,30.560126493525274,Abnub,EG,27.27,31.15,77,36,21.92,0,77,1522774800,1522726998
4747,13.759926533525885,-5.605427345690103,Markala,ML,13.69,-6.07,99.47,20,5.17,0,99.47,1522777342,1522736309
4756,33.110704472253644,69.96370588164825,Miram Shah,PK,33.01,70.07,60.59,94,3.49,56,60.59,1522777334,1522717473
4777,18.35379882900523,69.14281808935164,Veraval,IN,20.9,70.37,76.16,94,10.65,0,76.16,1522777334,1522717781
4785,-18.211597343796313,-40.653423582454394,Mucurici,BR,-18.09,-40.52,91.73,44,4.72,0,91.73,1522777334,1522745341
4795,9.76126470252666,-77.78914360728587,Ailigandi,PA,9.23,-78.02,83.54,68,6.73,68,83.54,1522777343,1522753683
4799,15.957627885186213,-48.070021227587176,Sinnamary,GF,5.38,-52.96,82.01,90,8.97,56,82.01,1522777335,1522747766
4802,12.28370340565678,74.46867346806027,Kasaragod,IN,12.5,75,82.4,74,3.36,20,82.4,1522776600,1522716892
4812,59.43966205825532,43.605870162846855,Imeni Babushkina,RU,59.76,43.13,33.68,95,15.01,36,33.68,1522777335,1522722342
4824,-19.651046974921087,-56.53010647299326,Miranda,BR,-20.24,-56.38,84.98,78,2.93,44,84.98,1522777040,1522749202
4830,33.4797992706803,73.83007682077837,Ramgarh,IN,27.26,75.18,76.97,29,3.6,68,76.97,1522777336,1522716439
4831,8.021397947414926,-81.25487946626525,La Pena,PA,8.13,-81.03,87.59,42,4.94,0,87.59,1522777336,1522754433
4837,12.096858929587086,-50.620987848032904,Iracoubo,GF,5.48,-53.21,82.82,71,5.39,68,82.82,1522777345,1522747823
4864,-34.49653953595464,57.11274177333786,Saint-Joseph,RE,-21.37,55.62,80.6,78,12.75,90,80.6,1522774800,1522722346
4865,-23.206416288512486,-43.422939726795256,Rio De Janeiro,BR,-22.91,-43.21,89.98,52,14.99,40,91.4,1522774800,1522746110
4877,43.135627699118345,80.19083857674366,Zharkent,KZ,44.17,80,16.22,47,2.71,0,16.22,1522777346,1522714625
4882,43.28495642834463,-88.42702476272854,Hartford,US,41.76,-72.69,40.1,75,5.82,90,42.8,1522774500,1522751343
4890,4.558536643795236,-63.128251464813566,Boa Vista,BR,2.82,-60.67,82.4,70,8.05,90,82.4,1522774800,1522749677
4894,24.221644479186153,31.972846710052437,Aswan,EG,24.09,32.9,87.8,9,5.82,0,87.8,1522774800,1522726676
4901,37.71958418916316,0.8018778399543862,Altea,ES,38.6,-0.05,66.2,68,5.82,0,66.2,1522776600,1522734069
4913,1.5185921184994697,-57.019386192746765,Bonfim,BR,-20.33,-44.24,86,48,5.82,75,86,1522774800,1522746291
4920,53.50055063163131,7.73242105710716,Wittmund,DE,53.58,7.78,59,62,8.05,75,59,1522776000,1522731359
4924,-3.1221125697475998,-75.36009030739855,Lagunas,PE,-5.23,-75.68,87.95,67,3.04,44,87.95,1522777339,1522753470
4926,6.455950100735009,-6.5744206818731925,Issia,CI,6.49,-6.58,79.22,87,6.17,36,79.22,1522777339,1522736611
4929,-26.88054859710789,16.50286590436717,Bethanien,NA,-26.5,17.16,68.24,70,5.73,80,68.24,1522777348,1522731713
4931,47.683879801425746,-80.94017748648545,Timmins,CA,48.48,-81.33,17.6,48,6.93,75,17.6,1522774800,1522753055
4957,60.62172887309333,-7.263369167780084,Vagur,FO,61.47,-6.81,37.1,100,16.8,48,37.1,1522777349,1522734111
4964,63.44974358198715,32.53063863856315,Porosozero,RU,62.72,32.71,29.27,78,12.66,80,29.27,1522777340,1522724493
4975,-12.532305112035715,-46.6384286693384,Taguatinga,BR,-15.83,-48.06,77,65,11.41,75,77,1522774800,1522747095
4990,36.312799674886435,-10.776692395069517,Aljezur,PT,37.31,-8.8,59.42,92,18.48,88,59.42,1522777341,1522736220
5002,66.35107761045342,-8.026898086013745,Vestmanna,FO,62.16,-7.17,32,100,6.93,8,32,1522776000,1522734113
5005,-4.377101047228194,6.58530824352755,Gamba,GA,-2.72,10.02,81.47,100,10.31,32,81.47,1522777341,1522732846
5034,37.94226542787359,12.337926493244325,Trapani,IT,38.02,12.54,61.81,87,20.8,20,62.6,1522774500,1522731075
5036,6.611173974761016,11.459090828030313,Banyo,CM,6.75,11.81,77.51,53,3.15,8,77.51,1522777350,1522732193
5041,-26.411878108085034,-63.37046586960501,Santiago Del Estero,AR,-27.8,-64.26,86.69,52,4.61,0,86.69,1522777350,1522751297
5067,-9.995985229967147,26.61498654456365,Kambove,CD,-10.88,26.6,67.52,85,5.73,44,67.52,1522777342,1522729057
5075,33.97243303900595,68.65040555718718,Baraki Barak,AF,33.97,68.95,57.2,71,5.82,75,57.2,1522774200,1522717707
5082,72.20937045837093,23.260663614257226,Hammerfest,NO,70.66,23.68,31.23,92,21.92,75,32,1522776000,1522725224
5084,69.87647701375565,-52.480087520304124,Aasiaat,GL,68.71,-52.87,21.17,100,2.59,20,21.17,1522777343,1522743990
5091,52.96675337775318,43.15488508787868,Poim,RU,53.03,43.19,32.78,97,3.15,92,32.78,1522777343,1522722915
5099,34.02927623430995,-5.028761739279943,Fez,MA,34.03,-5.02,65.21,68,10.29,75,66.2,1522774800,1522735441
5107,-14.723786306627346,39.171994666529315,Nampula,MZ,-15.12,39.26,77,83,4.16,40,77,1522774800,1522726119
5113,58.76365716794541,33.219180941386355,Zarubino,RU,42.65,131.06,37.01,75,5.06,88,37.01,1522777188,1522702459
5120,-21.489188528705455,26.08161569557177,Letlhakane,BW,-21.42,25.59,67.79,55,9.08,0,67.79,1522777248,1522729556
5125,-28.018299226887166,-59.79434568351251,Resistencia,AR,-27.45,-58.99,81.54,69,4.7,75,82.4,1522774800,1522750022
5127,-7.071763139696429,33.07449828207379,Inyonga,TZ,-6.72,32.06,69.23,81,2.71,80,69.23,1522777344,1522727650
5131,2.2783397894313566,-57.047673519156135,Lethem,GY,3.38,-59.8,77.15,93,8.75,92,77.15,1522777353,1522749455
5136,6.302157056811552,8.027239608184999,Abakaliki,NG,6.32,8.11,75.89,94,3.04,44,75.89,1522777353,1522733091
5142,0.7564848861492237,-65.86839552412528,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,77.42,100,4.16,68,77.42,1522777353,1522750798
5147,60.262194107572554,36.57749460802849,Vytegra,RU,61.01,36.45,30.71,86,21.83,88,30.71,1522777354,1522723805
5157,51.2091825581858,9.189331915061729,Wolfhagen,DE,51.33,9.17,58.37,47,10.29,0,59,1522776000,1522731186
5161,1.9698872829851268,-80.58015163130369,Esmeraldas,EC,-1.87,-79.8,80.6,69,4.7,75,80.6,1522774800,1522754379
5166,11.563260994821803,-82.88198743436841,Corn Island,NI,12.17,-83.04,80.75,100,9.31,68,80.75,1522777346,1522754813
5176,42.175408145426644,2.6495100063790176,Olot,ES,42.18,2.49,58.05,77,18.34,20,59,1522776600,1522733301
5183,48.21810866057447,40.47381595533818,Koksovyy,RU,48.2,40.6,40.88,94,7.52,68,40.88,1522777346,1522723850
5189,4.019556412599542,14.54731589560997,Batouri,CM,4.44,14.36,79.94,68,4.16,12,79.94,1522777355,1522731636
5203,40.75332843510475,51.337615645667256,Artyom,AZ,40.47,50.33,48.2,87,20.8,0,48.2,1522774800,1522721910
5223,20.64995381037633,37.37401293841009,Sawakin,SD,19.1,37.33,75.71,95,3.6,0,75.71,1522777347,1522725756
5224,56.52662220401078,-3.7400693841918127,Aberfeldy,GB,56.62,-3.87,38.14,93,8.05,75,39.2,1522776000,1522733902
5227,-4.318876234659712,-39.98805983976568,Santa Quiteria,BR,-1.48,-48.12,82.4,78,8.05,75,82.4,1522774800,1522746768
5235,-14.083361968015652,-84.53517109048752,Paramonga,PE,-10.68,-77.82,69.5,93,10.76,12,69.5,1522777357,1522754113
5240,-5.247987916718245,-66.38440424693317,Carauari,BR,-4.88,-66.9,82.73,83,3.94,92,82.73,1522777348,1522751355
5245,36.30859543262298,65.13740590011616,Dawlatabad,AF,36.41,64.91,58.16,73,6.4,0,58.16,1522777348,1522718583
5263,-18.59558876722369,-43.621568334117825,Serro,BR,-18.6,-43.38,82.28,64,2.82,56,82.28,1522777349,1522746040
5276,-9.080472720527212,-64.0721505477725,Porto Velho,BR,-8.75,-63.87,84.2,70,3.36,75,84.2,1522774800,1522750719
5287,-21.207191696125705,47.121553539184504,Fianarantsoa,MG,-21.45,47.09,67.25,82,5.84,36,67.25,1522777349,1522724395
5288,-25.515977799202744,42.495167820318585,Ampanihy,MG,-24.69,44.75,73.91,79,4.83,24,73.91,1522777349,1522725041
5308,53.23086544681914,81.14596500993778,Tyumentsevo,RU,53.32,81.5,14.51,73,8.19,0,14.51,1522777349,1522713714
5318,51.40326352107104,-1.787025479486573,Swindon,GB,51.56,-1.79,52.83,66,14.99,20,55.4,1522776000,1522733796
5321,67.0932461358064,13.187569048280196,Ornes,NO,61.3,7.32,28.4,58,5.82,75,28.4,1522774200,1522730747
5335,13.754009055755631,-13.391359327234099,Tambacounda,SN,13.77,-13.67,104,23,4.7,0,104,1522774800,1522738131
5338,66.55196720439855,61.84286364574564,Verkhnyaya Inta,RU,65.99,60.32,27.29,74,7.18,92,27.29,1522777359,1522717410
5344,0.8688956580008664,37.52943675125924,Isiolo,KE,0.35,37.58,68.87,85,3.38,24,68.87,1522777350,1522726161
5375,7.3256502897552025,24.130273500736365,Ouadda,CF,8.07,22.4,84.08,39,7.18,24,84.08,1522777359,1522729620
5397,13.014533289728348,-74.51820799826524,Santa Marta,CO,11.24,-74.21,78.86,97,21.27,0,78.86,1522777351,1522752719
5401,0.9117112177413844,-40.79942607937678,Camocim,BR,-2.9,-40.84,80.84,100,8.3,68,80.84,1522777351,1522745054
5416,-5.526730166061441,39.33328209520414,Kijini,TZ,-5.85,39.32,80.75,100,10.98,36,80.75,1522777351,1522725887
5417,-13.94876104301278,56.01408808113612,Antalaha,MG,-14.9,50.28,77.51,92,10.65,68,77.51,1522777351,1522723469
5431,7.140910445067021,3.4029078593191855,Abeokuta,NG,7.16,3.35,86.51,61,7.63,0,86.51,1522777360,1522734212
5433,24.178131630972246,57.7724637562296,Ruwi,OM,23.6,58.55,87.8,38,4.7,0,87.8,1522774200,1522720539
5436,35.72533129969244,52.53256773161999,Damavand,IR,35.72,52.07,69.8,14,1.14,75,69.8,1522774800,1522721689
5439,37.859911049970236,13.650287317411681,Termini Imerese,IT,37.98,13.7,60.8,77,9.17,0,60.8,1522776000,1522730798
5455,26.01603067514216,82.94277819672135,Sarai Mir,IN,26.02,82.92,76.97,47,3.71,0,76.97,1522777361,1522714622
5456,37.2239833767336,61.972044365238304,Murgab,TM,37.5,61.97,62.6,48,4.7,5,62.6,1522774800,1522719245
5465,-17.601812097218442,-44.50070150036426,Varzea Da Palma,BR,-17.6,-44.73,90.74,48,4.94,0,90.74,1522777353,1522746339
5469,-13.73540488211026,31.18766706617076,Petauke,ZM,-14.25,31.33,71.39,81,9.31,64,71.39,1522777362,1522728002
5481,65.23528912058657,65.2181394561,Muzhi,RU,65.4,64.7,20.99,85,14.79,92,20.99,1522777353,1522716456
5487,-22.496620215436423,50.47229331118817,Manakara,MG,-22.14,48.01,77.24,98,5.39,88,77.24,1522777354,1522724192
5499,-4.803628894209169,11.338988420351242,Loandjili,CG,-4.77,11.87,82.4,74,3.36,20,82.4,1522774800,1522732449
5502,15.417369571905198,-87.61656136708183,Ocote Paulino,HN,15.42,-87.6,85.96,62,3.36,75,87.8,1522774800,1522755822
5509,12.519029963190093,13.898534071541079,Maiduguri,NG,11.84,13.15,87.77,39,3.83,0,87.77,1522777354,1522731746
5512,3.415330942936606,-78.47223564463773,Mosquera,CO,4.71,-74.23,64.4,72,11.41,40,64.4,1522774800,1522752885
5558,-19.61955981733928,-39.56513374100725,Linhares,BR,-19.38,-40.06,91.55,50,7.96,8,91.55,1522777363,1522745263
5569,2.5975969066062135,-72.71576353544668,Puerto Concordia,CO,2.62,-72.76,88.49,59,2.15,12,88.49,1522777355,1522752583
5596,48.93207341457085,87.77110058559083,Altay,CN,47.83,88.13,14.69,80,3.27,64,14.69,1522777355,1522712481
5600,-17.105388416929515,-66.69289233161298,Sipe Sipe,BO,-17.45,-66.36,75.2,33,4.7,75,75.2,1522774800,1522751528
5601,55.94591308173554,79.3786911338781,Ubinskoye,RU,55.31,79.68,9.11,79,7.29,0,9.11,1522777364,1522713997
5603,-32.840847318516666,22.151450337765965,Oudtshoorn,ZA,-33.59,22.2,66.2,93,8.05,75,66.2,1522775280,1522730708
5605,12.037354858371515,9.436470824436185,Dutse,NG,11.76,9.34,88.94,20,6.62,0,88.94,1522777365,1522732662
