,lat,lon,city,country_code,city_lat,city_lon,city_temperature,city_humidity,city_windspeed,city_clouds,city_temp_max,date,sunrise
15114,-18.866539882643764,-45.67990630159505,Abaete,BR,-19.16,-45.45,79.49,81,7.29,36,79.49,1522777560,1522746551
15116,-28.742513506701016,-49.067781969478716,Jaguaruna,BR,-28.62,-49.03,74,99,15.68,24,74,1522777569,1522747664
15119,31.72496802610732,76.92804536603484,Mandi,IN,31.71,76.93,56,70,3.83,20,56,1522777570,1522715873
15120,39.953369013225256,43.58672736160736,Baghramyan,AM,40.19,43.86,39.78,65,5.82,20,46.4,1522774800,1522723474
15122,9.258160830293491,12.354287234169263,Jimeta,NG,9.28,12.44,86.51,47,2.37,0,86.51,1522777562,1522731980
15154,-2.7774569353777565,17.45530863955716,Nioki,CD,-2.72,17.69,71.93,98,1.36,44,71.93,1522777571,1522731005
15172,47.5453096778441,1.6689414933278783,Blois,FR,47.59,1.33,52.25,76,3.36,0,53.6,1522776600,1522733297
15187,48.16753667769086,-74.40145738295058,Saint-Michel-Des-Saints,CA,46.68,-73.92,35.57,60,1.81,64,35.57,1522777335,1522751384
15205,45.59378008813857,29.836611266037167,Vylkove,UA,45.4,29.58,47.99,71,12.44,20,47.99,1522777562,1522726647
15228,-27.40792379710018,19.006184088299975,Karasburg,NA,-28.01,18.75,62.75,87,2.71,76,62.75,1522777571,1522731373
15229,-34.6087658216685,-63.34634439630693,General Pico,AR,-35.66,-63.75,76.7,73,9.64,0,76.7,1522777563,1522751414
15255,-6.605151780847507,30.45239529114575,Karema,TZ,-6.82,30.44,68.15,91,1.92,44,68.15,1522777572,1522728041
15280,17.86497736536029,72.94345138857634,Srivardhan,IN,18.03,73.02,74.27,94,5.17,0,74.27,1522777564,1522717224
15343,47.63037269380675,26.26868059245244,Suceava,RO,47.65,26.25,53.6,50,10.29,0,53.6,1522776600,1522727321
15344,47.022195298194504,-86.72816114469327,Marquette,US,46.54,-87.4,27.57,68,13.87,75,28.4,1522774560,1522754623
15368,50.89551539267214,-69.40111417014064,Chute-Aux-Outardes,CA,49.12,-68.38,30.07,69,9.17,90,32,1522775580,1522749912
15369,29.020653485167088,68.69434189948095,Dera Bugti,PK,29.03,69.15,82.01,32,2.71,92,82.01,1522777565,1522717829
15381,18.512891282909607,-74.79011566520339,Jeremie,HT,18.65,-74.12,78.32,100,5.84,8,78.32,1522777565,1522752501
15410,30.011198009080886,67.62411649365453,Harnai,PK,30.1,67.94,67.16,59,2.59,44,67.16,1522777574,1522718084
15436,-5.343467400561792,22.578968575934965,Demba,CD,-5.47,22.27,70.31,98,2.15,92,70.31,1522777575,1522729970
15518,-4.824882378245093,-79.85306119301629,Ayabaca,PE,-4.64,-79.72,63.2,100,2.15,92,63.2,1522777566,1522754425
15522,41.28146101471259,-80.10340254326084,Hermitage,US,41.23,-80.45,45.95,93,5.82,90,48.2,1522776600,1522753227
15529,-15.374311535658961,33.68864414039004,Tete,MZ,-16.16,33.59,85.07,49,10.98,92,85.07,1522777575,1522727505
15537,60.55832460597631,28.234909478328362,Vysotsk,RU,60.63,28.57,30.2,68,5.82,0,30.2,1522776000,1522725734
15554,4.251915247634685,15.86383422449805,Berberati,CF,4.26,15.79,79.76,64,1.7,8,79.76,1522777576,1522731297
15556,46.40671279547263,-1.6862980761935802,La Roche-Sur-Yon,FR,46.67,-1.43,54.84,76,9.17,0,55.4,1522776600,1522734011
15557,25.03944920207391,68.95476700817218,Tando Ghulam Ali,PK,25.12,68.89,86.06,35,13.22,0,86.06,1522777567,1522718013
15565,31.38851541583756,33.3612065877784,Port Said,EG,25.34,30.55,78.77,24,10.87,0,78.77,1522777576,1522727202
15568,48.97265286160183,72.399784341148,Shakhtinsk,KZ,49.71,72.59,19.4,92,6.71,0,19.4,1522774800,1522716092
15569,58.42088680457903,14.593346387404793,Motala,SE,58.54,15.04,38.03,59,8.05,64,39.2,1522776000,1522729193
15572,22.6039184464299,-83.81048522952938,Pinar Del Rio,CU,22.42,-83.7,84.62,55,8.19,0,84.62,1522777568,1522754691
15584,8.870314013904249,-71.02911624822175,Ejido,VE,8.55,-71.24,61.58,96,1.36,92,61.58,1522777569,1522752074
15592,9.777958288796185,44.43338047038182,Hargeysa,SO,9.56,44.06,64.46,88,4.38,0,64.46,1522777569,1522724387
15604,60.65381223803746,57.416122142108776,Krasnovishersk,RU,60.4,57.08,33.95,85,16.02,48,33.95,1522777578,1522718932
15624,44.72797188882387,26.71106631224137,Alexeni,RO,45.14,23.25,45.56,83,2.26,0,45.56,1522777570,1522728177
15630,30.41395616251984,-10.104627914446482,Agadir,MA,30.42,-9.58,69.8,56,10.29,20,69.8,1522774800,1522736662
15631,16.690157362556903,-74.06256503823634,Les Cayes,HT,18.19,-73.75,78.05,100,6.4,44,78.05,1522777570,1522752425
15633,55.87305447122651,21.834549686610885,Plunge,LT,55.91,21.84,37.4,100,10.29,75,37.4,1522776000,1522727804
15640,7.854417867287026,-9.489327409253846,Yomou,GN,7.57,-9.26,87.32,53,3.94,8,87.32,1522777571,1522737228
15654,39.70622314431205,-7.206868143063261,Castelo Branco,PT,39.82,-7.5,51.23,100,15.01,92,51.23,1522777571,1522735803
15666,-4.8643646170295085,38.60652634705531,Maramba,TZ,-5.05,38.62,69.68,86,2.26,12,69.68,1522777571,1522726037
15667,12.692506306485313,8.283213134108948,Magaria,NE,13.0,8.91,88.67,22,5.84,0,88.67,1522777571,1522732734
15679,49.63765556347104,87.59808502857325,Aktash,RU,50.31,87.6,3.08,66,3.6,48,3.08,1522777580,1522712458
15701,-9.069238740535553,-61.32207924673669,Aripuana,BR,-9.17,-60.63,83.45,79,2.93,56,83.45,1522777572,1522749951
15702,35.188108735997076,14.099107539738554,Dingli,MT,35.86,14.38,59,82,12.75,20,59,1522775700,1522730720
15708,4.075998997196052,12.277138853410321,Akonolinga,CM,3.77,12.24,73.82,92,2.15,8,73.82,1522777572,1522732161
15711,37.975404869413694,-4.293009039275802,Montoro,ES,38.02,-4.38,64.4,55,18.34,40,64.4,1522776600,1522735131
15722,43.30877475794969,-71.49523755865789,Loudon,US,35.73,-84.33,66.2,72,5.82,90,66.2,1522774380,1522754392
15741,22.211734612053107,-78.40369456372997,Moron,CU,22.11,-78.63,84.2,66,16.11,40,84.2,1522774200,1522753484
15750,40.3071811921817,21.63687057262139,Galatini,GR,40.32,21.55,51.41,50,3.04,8,51.41,1522777582,1522728816
15753,45.735101241933364,13.405997782244441,Grado,IT,45.68,13.39,55.98,87,2.24,75,57.2,1522776600,1522730512
15814,55.05412236876276,9.695212001915422,Nordborg,DK,55.06,9.75,52.41,93,10.29,75,55.4,1522776060,1522730771
15818,59.076423020715936,43.52511359286967,Parfenyevo,RU,58.48,43.41,33.59,96,11.54,32,33.59,1522777574,1522722404
15835,-4.747741444954954,23.315597623663393,Lusambo,CD,-4.97,23.44,70.22,99,2.15,88,70.22,1522777574,1522729677
15851,47.61930990288556,46.41494652278223,Nikolskoye,RU,59.7,30.79,33.8,59,8.95,20,33.8,1522774800,1522725303
15852,29.85646787023495,25.07788098263059,Bardiyah,LY,31.76,25.09,61.67,87,13.22,0,61.67,1522777574,1522728303
15869,53.54897282871008,83.5250921288399,Nauchnyy Gorodok,RU,53.42,83.52,21.2,73,8.95,40,21.2,1522774800,1522713223
15891,-2.5852762273554504,20.506726672114752,Ilebo,CD,-4.33,20.59,71.12,98,2.15,92,71.12,1522777584,1522730347
15899,14.705696461696562,-85.35606328763312,San Jose De Rio Tinto,HN,14.93,-85.7,86,45,2.24,20,86,1522774800,1522755379
15913,47.23636476897883,-62.990959453449,Charlottetown,CA,46.23,-63.13,37.4,32,4.7,90,37.4,1522774800,1522748823
15916,41.33744232138818,-86.27773463341127,Plymouth,US,45.01,-93.47,30.52,92,14.99,90,32,1522775700,1522756161
15919,48.3215841014939,28.154811783859785,Dzyhivka,UA,48.36,28.32,47.9,65,9.53,56,47.9,1522777576,1522726784
15926,16.281802238779164,-20.72626133504731,Sal Rei,CV,16.18,-22.92,74.43,60,16.11,75,75.2,1522774800,1522740286
15954,-20.704898999814844,54.59549273464211,Saint-Paul,RE,-21.01,55.27,80.6,74,13.87,0,80.6,1522774800,1522722421
15960,-1.8667629171657154,-79.38398384998175,Montalvo,EC,-2.06,-76.96,93.8,44,2.93,8,93.8,1522777585,1522753702
15982,51.9020199773403,40.683040706126604,Ertil,RU,51.84,40.8,32.6,98,12.21,92,32.6,1522777577,1522723571
15984,-37.56730313064918,-58.406195487932294,Tandil,AR,-37.33,-59.14,75.08,58,7.29,0,75.08,1522777506,1522750363
15987,28.206922562341134,32.10403569319638,Beni Suef,EG,29.07,31.1,70.4,38,14,0,70.4,1522777577,1522726952
16015,6.849576888104707,-2.240693133859537,Bechem,GH,7.09,-2.02,74.99,98,1.7,32,74.99,1522777577,1522735502
16023,25.08242759180385,73.45263459810985,Sadri,IN,25.19,73.45,78.14,30,8.41,0,78.14,1522777586,1522716918
16044,-6.093492255932034,-77.29585952368828,Rioja,PE,-6.06,-77.17,69.77,84,3.15,80,69.77,1522777578,1522753847
16052,37.384625530101914,-11.442695886865337,Cascais,PT,38.7,-9.42,60.01,82,20.8,75,60.8,1522776600,1522736311
16053,56.85377244881647,20.44771075115557,Liepaja,LV,56.52,21.02,37.4,100,9.17,92,37.4,1522776000,1522727948
16067,61.572579268191504,56.578028830602165,Nyrob,RU,60.74,56.73,33.95,85,16.02,48,33.95,1522777587,1522718978
16084,-16.531672911188167,-41.44783009529765,Medina,BR,-16.23,-41.48,87.95,42,4.16,32,87.95,1522777588,1522745526
16085,49.08168130212047,12.30414092905707,Neutraubling,DE,48.99,12.19,63.46,42,3.36,48,64.4,1522776000,1522730611
16101,52.072994426729,0.23793756179969705,Cambridge,GB,52.2,0.12,53.82,76,19.46,36,55.4,1522776000,1522733294
16118,-6.951227630906828,-76.00324857232377,Picota,PE,-6.92,-76.33,81.52,78,4.7,75,82.4,1522774800,1522753666
16120,44.07517552282059,-0.04514752135058586,Marmande,FR,44.5,0.16,62.65,82,2.24,24,66.2,1522776600,1522733745
16147,41.47979488519471,-5.891894248108784,Zamora,ES,41.51,-5.74,48.2,81,19.46,40,48.2,1522776600,1522735305
16155,56.47804731817595,61.012068623585606,Dvurechensk,RU,56.6,61.1,35.6,74,6.71,0,35.6,1522774800,1522718340
16168,50.00154765386054,34.35785947644368,Poltava,UA,49.59,34.55,28.82,82,2.93,0,28.82,1522777580,1522725216
16171,-25.37402410871354,-59.410240559327356,Formosa,AR,-26.19,-58.17,84.2,58,2.24,20,84.2,1522774800,1522749790
16181,22.453346912324548,76.46546275758581,Bagli,IN,22.64,76.35,76.25,28,5.95,0,76.25,1522777581,1522716297
16190,55.04729921474109,15.438106959810767,Nexo,DK,55.06,15.13,39.2,100,2.24,90,39.2,1522776000,1522729482
16225,18.855523377192213,73.32026718004914,Karjat,IN,18.91,73.32,84.2,66,4.7,0,84.2,1522776600,1522717128
16230,32.6205301843122,-16.928895257696297,Funchal,PT,32.63,-16.9,66.2,59,9.17,20,66.2,1522776600,1522738341
16232,-3.252201417355707,-64.5200086075558,Tefe,BR,-3.35,-64.71,84.2,79,2.24,90,84.2,1522774800,1522750793
16239,15.875167263623553,75.64802841842453,Badami,IN,15.92,75.68,79.13,52,9.64,88,79.13,1522777582,1522716641
16251,51.86941418244609,38.08144745517308,Kastornoye,RU,51.83,38.13,33.23,95,8.97,88,33.23,1522777582,1522724212
16252,60.40812961614981,33.85476914976718,Svirstroy,RU,60.8,33.72,31.52,86,15.35,88,31.52,1522777582,1522724482
16258,10.831107978786719,-61.11749278343775,Arima,TT,10.64,-61.28,87.8,55,20.8,40,87.8,1522774800,1522749632
16265,45.42022523884657,-10.757023211282046,Carballo,ES,43.21,-8.69,50.81,66,19.46,40,53.6,1522776600,1522735931
16276,-2.862621493132991,-66.6424979784601,Fonte Boa,BR,-2.51,-66.09,83.99,77,9.64,44,83.99,1522777583,1522751104
16283,45.071704850524924,28.100296872961906,Peceneaga,RO,45.01,28.15,44.6,75,6.93,0,44.6,1522776600,1522727010
16316,23.9561249874005,86.3267721034889,Topchanchi,IN,23.9,86.2,73.64,61,5.06,0,73.64,1522777583,1522713898
16329,-0.116598577001497,-78.51669951060741,Quito,EC,-0.22,-78.51,60.05,100,2.37,88,60.05,1522777583,1522754030
16332,38.650638624946936,40.84455875001967,Genc,TR,38.75,40.56,37.19,41,9.08,8,37.19,1522777592,1522724326
16334,29.76532529160312,68.48671912041848,Duki,PK,30.15,68.58,65.72,47,1.36,48,65.72,1522777584,1522717929
16372,33.84098830063843,46.490909177529744,Ilam,IR,33.64,46.42,59,33,2.24,0,59,1522774800,1522723121
16392,-32.60619532893776,24.65282840883819,Graaff-Reinet,ZA,-32.25,24.53,69.05,65,7.29,56,69.05,1522777584,1522730108
16413,35.09140566405358,56.9358224752352,Sabzevar,IR,36.21,57.68,52.4,63,1.92,0,52.4,1522777584,1522720324
16414,17.563891819728383,84.30960052127679,Srikakulam,IN,18.29,83.89,83.54,96,13,8,83.54,1522777584,1522714609
16419,49.201910823838375,-81.75079672780424,Kapuskasing,CA,49.42,-82.43,15.8,33,5.82,40,15.8,1522774800,1522753261
16420,62.35841649903787,77.05860657662345,Novoagansk,RU,61.94,76.66,7.49,78,7.18,8,7.49,1522777585,1522714066
16448,17.3199434162521,80.66624090359764,Chatakonda,IN,17.55,80.65,76.52,59,7.07,0,76.52,1522777585,1522715406
16457,-5.229135342563893,-78.71273608189631,San Ignacio,PE,-5.15,-79,66.53,70,1.59,64,66.53,1522777585,1522754265
16476,-3.6849734775877323,14.729037434881846,Kinkala,CG,-4.35,14.75,89.6,55,5.82,20,89.6,1522774800,1522731748
16481,-16.53664406892588,-46.11032369707688,Arinos,BR,-15.92,-46.11,88.04,55,4.72,12,88.04,1522777585,1522746629
16483,15.535753946863963,-0.5099827488178761,Gao,ML,16.28,-0.04,99.2,14,5.73,0,99.2,1522777586,1522734795
16512,9.894979281754729,-73.64056694690481,Bosconia,CO,9.97,-73.89,81.38,76,3.6,36,81.38,1522777586,1522752674
16513,5.594884937886889,-77.80233509381168,Nuqui,CO,5.71,-77.27,81.11,98,7.4,8,81.11,1522777595,1522753590
16520,-16.78296823849513,-64.50668046368125,Chimore,BO,-16.98,-65.13,80.57,77,3.71,32,80.57,1522777595,1522751221
16533,62.77622610991867,61.5804951547527,Agirish,RU,61.92,63.02,35.3,82,10.09,36,35.3,1522777595,1522717335
16543,63.15745050925602,65.9755547805903,Andra,RU,62.52,65.89,25.31,82,11.21,92,25.31,1522777587,1522716574
16549,1.7144649878399605,-73.70954384353591,La Macarena,CO,2.18,-73.79,84.44,68,2.37,64,84.44,1522777587,1522752840
16558,45.910854403905034,-79.65571820047104,South River,CA,47.54,-53.27,33.8,43,14.99,40,33.8,1522774800,1522746386
16562,25.56405957225843,-59.641067093472955,The Valley,AI,18.22,-63.06,82.47,69,10.29,20,84.2,1522774800,1522749860
16566,63.067328331437466,46.093622336595416,Dvinskoy,RU,62.16,45.12,36.74,97,12.21,92,36.74,1522777596,1522721592
16577,5.945062204504126,17.43313211431297,Bossangoa,CF,6.5,17.45,83.54,45,6.51,32,83.54,1522777588,1522730845
16597,42.039910222672034,33.623254999887976,Kastamonu,TR,41.38,33.78,33.59,78,2.48,0,33.59,1522777462,1522725837
16630,8.959293617024997,-12.695991846201679,Mange,SL,8.93,-12.86,84.2,70,12.75,75,84.2,1522774800,1522738058
16631,7.146967144475724,12.4904508789392,Tignere,CM,7.37,12.65,79.4,27,4.94,24,79.4,1522777588,1522731976
16638,26.18622256945571,61.811873416934276,Jiwani,PK,25.05,61.74,77.15,83,10.98,0,77.15,1522777588,1522719730
16640,50.247288340686,83.645606190163,Serebryansk,KZ,49.68,83.3,23,92,4.47,40,23,1522774800,1522713528
16657,-3.3414992024920878,-38.569150852117815,Caucaia,BR,-3.73,-38.66,86,66,14.99,40,86,1522774800,1522744551
16721,7.6259206077172905,37.33622758047794,Jimma,ET,7.67,36.84,58.79,91,1.92,64,58.79,1522777589,1522726165
16738,43.91864272966504,-88.18840369284919,Fond Du Lac,US,43.77,-88.45,32,83,20.8,90,32,1522776960,1522755022
16754,41.65051270573599,69.07576479395777,Saryagash,KZ,41.45,69.17,60.8,59,4.7,0,60.8,1522774800,1522717350
16762,33.71275056030129,43.9943624534298,Balad,IQ,34.02,44.15,71.66,41,3.38,68,71.66,1522777590,1522723651
16765,-2.644994742428594,-51.044471052495695,Portel,BR,-1.94,-50.82,74.45,100,3.94,92,74.45,1522777590,1522747427
16789,50.91077767695495,42.02896610125518,Uryupinsk,RU,50.8,42.01,32.69,98,13.11,92,32.69,1522777590,1522723351
16792,-32.308200381091694,-59.17745445746449,Gualeguay,AR,-33.15,-59.31,78.05,70,4.61,20,78.05,1522777590,1522750267
16800,35.756835429842226,7.257039078038304,Constantine,DZ,36.36,6.61,62.6,72,3.36,75,62.6,1522774800,1522732563
16810,30.376876427812476,-80.36576254158332,Jacksonville Beach,US,30.29,-81.39,80.31,61,16.11,1,84.2,1522776900,1522753887
16819,28.199666486706178,-15.84450020489163,Galdar,ES,28.15,-15.65,68,68,24.16,20,68,1522776600,1522738193
16835,50.81612510493653,9.923276715105445,Bebra,DE,50.97,9.79,59,51,4.7,75,59,1522776000,1522731061
16848,53.86956081309458,58.231257457254145,Lomovka,RU,53.92,58.37,28.4,86,11.18,90,28.4,1522774800,1522719211
16850,55.28976844390442,57.10347347462542,Asha,RU,54.99,57.29,34.22,70,6.06,8,34.22,1522777600,1522719387
16906,46.152894898042774,26.49323471509922,Slanic-Moldova,RO,46.2,26.43,53.6,66,6.93,0,53.6,1522776600,1522727359
16916,35.4047037094804,45.088533646235675,Kirkuk,IQ,35.47,44.4,68.24,43,2.93,92,68.24,1522777592,1522723537
16935,-2.8532001335773316,36.0034649874636,Mto Wa Mbu,TZ,-3.38,35.86,71.3,83,9.75,56,71.3,1522777601,1522726660
16938,51.83536719999174,4.130857144595197,Hellevoetsluis,NL,51.83,4.14,53.62,93,16.11,40,59,1522776300,1522732356
16940,57.737694712243126,2.8461044104008693,Visnes,NO,59.36,5.22,36.34,90,5.82,75,41,1522776000,1522731463
16942,67.70268240437045,53.4019393286965,Iskateley,RU,67.68,53.15,31.7,89,17.36,92,31.7,1522777593,1522718827
16958,39.11063850215558,0.13388238661379148,Denia,ES,38.84,0.11,62.21,80,9.64,12,62.21,1522777602,1522734020
16998,52.43796845436054,83.05204019743044,Aleysk,RU,52.5,82.77,13.79,75,8.08,0,13.79,1522777593,1522713469
17006,16.701580261470127,35.276784790096556,Wagar,SD,16.15,36.2,83.45,28,7.63,0,83.45,1522777593,1522726106
17008,59.26769727383396,22.36001877506446,Kardla,EE,58.44,26.57,35.6,47,4.7,56,35.6,1522774200,1522726441
17014,-3.1958227153706105,35.6599396781629,Karatu,TZ,-3.34,35.67,70.49,73,10.54,44,70.49,1522777594,1522726705
17015,-34.44244570583567,-58.71449615447798,Campana,AR,-34.16,-58.96,72.45,60,8.05,20,73.4,1522774800,1522750215
17025,-16.619364983578322,31.020647927031533,Mount Darwin,ZW,-16.77,31.58,78.77,45,10.54,76,78.77,1522777594,1522728002
17044,48.90967650487343,65.21584312753868,Derzhavinsk,KZ,51.1,66.31,20.72,85,11.65,0,20.72,1522777603,1522717508
17055,-4.071684348654287,-80.77284055173926,Papayal,PE,-4.08,-80.74,84.71,55,6.96,64,84.71,1522777595,1522754657
17065,6.995279270839887,-51.242364927585754,Kourou,GF,5.16,-52.64,86,62,12.75,75,86,1522774800,1522747694
17074,40.26862509465187,-70.9566782576903,Newport,US,41.49,-71.31,41.61,65,12.75,90,42.8,1522776540,1522751024
17076,-36.11833846644444,-73.297929407049,Tome,CL,-36.62,-72.95,59,82,3.36,90,59,1522774800,1522753655
17089,-8.18246908004474,-81.27247462205078,Pacasmayo,PE,-7.4,-79.57,69.32,89,9.86,8,69.32,1522777596,1522754455
17097,-11.276192186530068,-40.20968420199359,Capim Grosso,BR,-11.38,-40.01,89.84,49,4.16,32,89.84,1522777596,1522745055
17098,7.341354841600463,48.266964457486836,Garowe,SO,8.41,48.48,81.2,53,14,0,81.2,1522777479,1522723355
17100,0.6431120444302394,-52.3857183687316,Mazagao,BR,-0.12,-51.29,89.6,62,2.24,75,89.6,1522774800,1522747496
17103,53.28001431733719,19.923767654941273,Dzialdowo,PL,53.24,20.17,45.11,89,8.41,32,45.11,1522777596,1522728415
17108,53.113643118865554,19.188041353828083,Golub-Dobrzyn,PL,53.11,19.05,46.55,91,6.17,20,46.55,1522777597,1522728693
17109,-15.701236874331983,-83.96348366256262,Lima,PE,-12.06,-77.04,70.49,68,2.71,32,70.49,1522777458,1522753959
17115,47.676992392389764,-1.8229504692330067,Orvault,FR,47.27,-1.62,54.77,66,6.93,0,55.4,1522776600,1522734022
17117,38.03669949193173,17.817437402457685,Crotone,IT,39.09,17.12,58.16,100,16.24,8,58.16,1522777597,1522729932
17124,-25.045881739617755,-45.1837442092098,Sao Sebastiao,BR,-3.15,-58.36,84.44,78,4.38,68,84.44,1522777606,1522749264
17125,2.3567700360688093,22.21632703641089,Bumba,CD,2.18,22.47,73.37,97,2.71,64,73.37,1522777598,1522729744
17129,44.26634981380198,8.309881913653967,Finale Ligure,IT,44.17,8.34,49.55,82,4.7,75,55.4,1522776000,1522731801
17137,15.468711760322464,8.0103617853202,Tanout,NE,14.97,8.88,87.77,9,7.52,0,87.77,1522777599,1522732690
17160,35.975368450483984,-3.760268249918184,Almunecar,ES,36.73,-3.69,63.39,55,11.41,40,64.4,1522776600,1522735018
17190,-21.895559291096276,-42.41323812936077,Cantagalo,BR,-21.98,-42.37,75.35,89,4.94,48,75.35,1522777608,1522745884
17205,39.20388836444445,34.26269680135012,Yerkoy,TR,39.64,34.47,35.57,76,2.59,0,35.57,1522777599,1522725749
17208,-11.76830789824362,35.51167585421649,Tingi,TZ,-11.3,35.03,76.07,100,5.39,12,76.07,1522777599,1522727044
17218,39.016088438167515,35.737396186388224,Talas,TR,38.69,35.55,42.8,48,1.12,0,42.8,1522776000,1522725530
17222,15.973890355577083,-82.60397689917515,Iralaya,HN,15.0,-83.23,87.8,58,6.93,40,87.8,1522774800,1522754785
17226,3.9730950081011542,11.610391613715962,Yaounde,CM,3.87,11.52,80.6,74,2.15,20,80.6,1522774800,1522732331
17231,47.574068192809506,-82.84073816335753,Chapleau,CA,47.85,-83.4,21.2,41,5.82,90,21.2,1522774800,1522753589
17245,-3.7921694484191164,-51.74442783492874,Altamira,BR,-3.2,-52.21,84.2,74,2.24,75,84.2,1522774800,1522747790
17247,13.041897147160341,17.140569893540402,Bokoro,TD,12.38,17.06,86.51,21,5.73,0,86.51,1522777600,1522730794
17265,15.29622323858078,33.26888741420868,Wad Rawah,SD,15.16,33.13,77.78,29,6.06,0,77.78,1522777600,1522726868
17289,18.52456795297158,-70.03319766522083,Bajos De Haina,DO,18.41,-70.03,86.76,52,11.41,40,89.6,1522774800,1522751526
17290,-11.212413048577844,-71.45056927075183,Pangoa,PE,-12.12,-73,77.15,78,2.71,36,77.15,1522777609,1522752991
17295,7.52269430424866,-56.38805520143301,Totness,SR,5.88,-56.32,81.29,95,14.34,20,81.29,1522777601,1522748560
17298,24.35446872397722,88.1232879632598,Jangipur,IN,24.46,88.11,73.37,70,4.61,0,73.37,1522777601,1522713424
17314,8.053218861577449,-2.626194240046999,Bondoukou,CI,8.04,-2.8,88.31,65,3.49,24,88.31,1522777601,1522735666
17339,40.72309416205056,69.99825722589111,Adrasmon,TJ,40.65,69.99,60.8,77,13.42,0,60.8,1522774800,1522717189
17357,25.08354041310605,56.53328298193915,Sharjah,AE,25.36,55.39,78.15,61,8.05,0,78.8,1522774800,1522721244
17392,8.65423424782108,-9.452281578107005,Macenta,GN,8.55,-9.47,81.74,71,2.37,24,81.74,1522777602,1522737254
17410,14.31576711176865,0.653707270904178,Tera,NE,14.01,0.75,96.41,21,5.06,0,96.41,1522777602,1522734665
17416,33.93313773148191,-7.898751387635556,Casablanca,MA,33.6,-7.62,64.4,77,13.87,40,64.4,1522774800,1522736080
17422,13.898390860483914,-7.004491058693176,Banamba,ML,13.55,-7.45,100.91,16,7.07,20,100.91,1522777602,1522736644
17427,-17.846801281440804,-46.791446778789485,Vazante,BR,-17.99,-46.9,85.88,63,7.18,12,85.88,1522777611,1522746870
17439,39.67238711524226,48.88262563020572,Salyan,AZ,39.59,48.98,52.13,80,16.46,36,52.13,1522777603,1522722272
17441,18.10320759240696,73.07063460488891,Mhasla,IN,18.13,73.11,74.27,94,5.17,0,74.27,1522777603,1522717199
17444,18.60660682287383,-71.09178639460514,Tamayo,DO,18.4,-71.2,86,55,14.99,20,86,1522774800,1522751807
17464,-7.198783511416792,39.50055021704887,Vikindu,TZ,-6.98,39.3,75.2,94,3.83,75,75.2,1522774800,1522725918
17482,69.88907031044081,17.825267352353563,Finnsnes,NO,69.23,17.98,30.2,50,3.36,20,30.2,1522774200,1522726926
17493,60.697996216166246,73.57299421317825,Surgut,RU,61.25,73.4,12.2,51,4.47,44,12.2,1522774800,1522714928
17501,-8.737252197884914,30.060326576349695,Kaputa,ZM,-8.47,29.66,68.42,82,2.37,68,68.42,1522777604,1522728266
17518,-18.586849586393612,-44.1443604310956,Curvelo,BR,-18.76,-44.43,89.03,51,6.62,8,89.03,1522777604,1522746296
17528,-15.393436744027952,30.876739149597427,Luangwa,ZM,-12.88,28.25,67.34,93,5.06,92,67.34,1522777604,1522728708
17529,35.92513289231496,38.28370538324327,Manbij,SY,36.53,37.96,57.2,24,6.93,0,57.2,1522776000,1522725040
17545,56.34076590969423,85.2914961179761,Bogashevo,RU,56.37,85.14,10.37,74,8.86,0,10.37,1522777613,1522712600
17572,25.67885597114264,59.98635370419055,Chabahar,IR,25.29,60.65,79.31,93,11.1,0,79.31,1522777613,1522719985
17601,9.30256578404152,-9.072354452501585,Kerouane,GN,12.23,-12.34,97.13,21,4.05,8,97.13,1522777605,1522737851
17607,12.577444124205584,-1.9957757069613251,Gouloure,BF,12.23,-1.93,104,11,5.82,36,104,1522774800,1522735354
17609,-0.636811689827681,-47.58905553558864,Marapanim,BR,-0.71,-47.7,80.12,100,4.72,76,80.12,1522777605,1522746649
17641,3.49708957841969,27.649797774500314,Isiro,CD,2.77,27.62,70.67,97,2.15,80,70.67,1522777605,1522728494
17686,-29.39397930137679,26.94657782165362,Thaba Nchu,ZA,-29.2,26.83,69.8,64,4.7,20,69.8,1522774800,1522729467
17692,53.34167559622381,21.1380662115496,Szczytno,PL,53.57,20.99,46.55,88,9.75,20,46.55,1522777606,1522728194
17711,-8.440695833598085,-74.4976113883457,Pucallpa,PE,-8.38,-74.54,80.6,74,5.82,75,80.6,1522774800,1522753271
17713,52.66288349294575,29.114436006968873,Mazyr,BY,52.05,29.27,42.32,78,7.18,32,42.32,1522777606,1522726319
17735,9.705493645137835,-14.027243707671275,Conakry,GN,9.52,-13.7,86,55,11.41,44,86,1522774800,1522738245
17752,61.333869454418505,30.38710476452185,Lakhdenpokhya,RU,61.52,30.2,28.19,83,18.48,64,28.19,1522777607,1522725242
17755,21.978886659205557,70.5054375707522,Dhoraji,IN,21.73,70.45,71.48,81,5.5,0,71.48,1522777616,1522717738
17765,37.53601295597383,-80.9784460472864,Beckley,US,37.78,-81.19,64.74,56,7.4,75,69.8,1522776900,1522753556
17769,29.49799022013599,-16.300664346716488,Tacoronte,ES,28.48,-16.41,63.93,82,16.11,75,68,1522776600,1522738365
17778,-14.031015303917087,-48.21560510455001,Niquelandia,BR,-14.47,-48.46,86.15,76,1.81,8,86.15,1522777607,1522747158
17794,27.613918027422244,68.9460162824484,Rohri,PK,27.68,68.91,84.2,51,6.93,24,84.2,1522776600,1522717930
